SN,ANLN1,ANLN2,AUFNR,AUGBL,AUGDT,BELNR,BSCHL,BTYPE,BUKRS,BUZEI,DMBTR,EBELN,EBELP,ETYPE,GJAHR,HBKID,HKONT,KOART,KOKRS,KOSTL,KTOSL,KUNNR,LIFNR,MATNR,MWSKZ,POSN2,PRCTR,SGTXT,SHKZG,UMSKZ,VBEL2,VBELN,VORGN,WERKS,XANET,XAUTO,XINVE,XOPVW,XSAUF,XSERG,XSKST,XSPRO,XUMAN,XUMSW,XZAHL
758,            ,    ,            ,          ,0,100000117,40,  ,1545,1,440,          ,0,   ,2022,     ,11002002,S,1545,15450001,   ,          ,          ,                  ,  ,0,          ,Provision 6                                       ,S, ,          ,          ,RFBU,    , , , ,X, , , , , , ,
759,            ,    ,            ,          ,0,100000117,50,  ,1000,2,2666.67,          ,0,   ,2022,     ,473120,S,1000,10130,   ,          ,          ,                  ,  ,0,1402,TELEPHONE1電話代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
760,            ,    ,            ,          ,0,100000117,50,  ,1000,3,8508.35,          ,0,   ,2023,     ,893000,S,1000,          ,   ,          ,          ,                  ,  ,0,1010,OIT 70001869/1                                    ,H, ,          ,          ,KOAE,1100, , , , , , , , , , ,X
761,            ,    ,            ,          ,0,100000117,50,  ,1000,4,5333.33,          ,0,   ,2022,     ,473120,S,1000,10130,   ,          ,          ,                  ,  ,0,1402,TELEPHONE1電話代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
762,            ,    ,            ,          ,0,100000117,50,  ,1545,2,440,          ,0,   ,2022,     ,24000000,S,1545,15450001,   ,          ,          ,                  ,  ,0,          ,Provision 6                                       ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
763,            ,    ,            ,          ,0,100000117,93,  ,1000,2,11.29,          ,0,   ,2023,     ,281500,S,1000,          ,PRD,          ,          ,Z02-1F5           ,  ,0,1010,OIT 70001869/1                                    ,H, ,          ,          ,KOAE,1100, , , , , , , , , , ,
764,            ,    ,            ,          ,0,100000118,40,  ,1000,1,9000,          ,0,   ,2022,     ,476100,S,1000,40130,   ,          ,          ,                  ,  ,0,1600,PC1       PC代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
765,            ,    ,            ,          ,0,100000118,40,  ,1000,3,6000,          ,0,   ,2022,     ,476100,S,1000,40230,   ,          ,          ,                  ,  ,0,1600,PC1       PC代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
766,            ,    ,            ,          ,0,100000118,40,  ,1000,4,703.65,          ,0,   ,2023,     ,793000,S,1000,          ,   ,          ,          ,                  ,  ,0,1010,OIT 70001869/2                                    ,S, ,          ,          ,KOAE,1100, , , , , , , , , , ,
767,            ,    ,            ,          ,0,100000118,40,  ,1545,1,22000,          ,0,   ,2022,     ,11002002,S,1545,15450001,   ,          ,          ,                  ,  ,0,          ,Provision 7                                       ,S, ,          ,          ,RFBU,    , , , ,X, , , , , , ,
768,            ,    ,            ,          ,0,100000118,50,  ,1000,2,9000,          ,0,   ,2022,     ,476100,S,1000,20230,   ,          ,          ,                  ,  ,0,1400,PC1       PC代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
769,            ,    ,            ,          ,0,100000118,50,  ,1000,3,703.65,          ,0,   ,2023,     ,893000,S,1000,          ,   ,          ,          ,                  ,  ,0,1010,OIT 70001869/2                                    ,H, ,          ,          ,KOAE,1100, , , , , , , , , , ,X
770,            ,    ,            ,          ,0,100000118,50,  ,1000,4,6000,          ,0,   ,2022,     ,476100,S,1000,20230,   ,          ,          ,                  ,  ,0,1400,PC1       PC代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
771,            ,    ,            ,          ,0,100000118,50,  ,1545,2,22000,          ,0,   ,2022,     ,24000000,S,1545,15450001,   ,          ,          ,                  ,  ,0,          ,Provision 7                                       ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
772,            ,    ,            ,          ,0,100000118,83,  ,1000,2,39249.29,          ,0,   ,2023,     ,231500,S,1000,          ,PRD,          ,          ,Z02-1F6           ,  ,0,1010,OIT 70001869/2                                    ,S, ,          ,          ,KOAE,1100, , , , , , , , , , ,
773,            ,    ,            ,          ,0,100000119,40,  ,1000,1,3000,          ,0,   ,2023,     ,98000,S,1000,          ,   ,          ,          ,                  ,V0,0,          ,Prepaid rent for warehouse in December            ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
774,            ,    ,            ,          ,0,100000119,40,  ,1000,2,2666.67,          ,0,   ,2022,     ,473120,S,1000,10130,   ,          ,          ,                  ,  ,0,1402,TELEPHONE1電話代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
775,            ,    ,            ,          ,0,100000119,40,  ,1000,4,5333.33,          ,0,   ,2022,     ,473120,S,1000,10130,   ,          ,          ,                  ,  ,0,1402,TELEPHONE1電話代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
776,            ,    ,            ,          ,0,100000119,40,  ,1545,1,4400,          ,0,   ,2022,     ,11002002,S,1545,15450001,   ,          ,          ,                  ,  ,0,          ,Provision 8                                       ,S, ,          ,          ,RFBU,    , , , ,X, , , , , , ,
777,            ,    ,            ,          ,0,100000119,50,  ,1000,1,2666.67,          ,0,   ,2022,     ,473120,S,1000,40130,   ,          ,          ,                  ,  ,0,1600,TELEPHONE1電話代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
778,            ,    ,            ,          ,0,100000119,50,  ,1000,2,3000,          ,0,   ,2023,     ,470000,S,1000,4220,   ,          ,          ,                  ,V0,0,1010,Prepaid rent for warehouse in December            ,H, ,          ,          ,RFBU,    , , , , , , , , , , ,X
779,            ,    ,            ,          ,0,100000119,50,  ,1000,3,5333.33,          ,0,   ,2022,     ,473120,S,1000,40230,   ,          ,          ,                  ,  ,0,1600,TELEPHONE1電話代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
780,            ,    ,            ,          ,0,100000119,50,  ,1545,2,4400,          ,0,   ,2022,     ,24000000,S,1545,15450001,   ,          ,          ,                  ,  ,0,          ,Provision 8                                       ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
781,            ,    ,            ,          ,0,100000120,40,  ,1000,2,9000,          ,0,   ,2022,     ,476100,S,1000,20230,   ,          ,          ,                  ,  ,0,1400,PC1       PC代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
782,            ,    ,            ,          ,0,100000120,40,  ,1000,4,6000,          ,0,   ,2022,     ,476100,S,1000,20230,   ,          ,          ,                  ,  ,0,1400,PC1       PC代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
783,            ,    ,            ,          ,0,100000120,40,  ,1545,1,2000,          ,0,   ,2022,     ,10010000,S,1545,          ,   ,          ,          ,                  ,  ,0,          ,Apertura Caja 01                                  ,S, ,          ,          ,RFBU,    , , , ,X, , , , , , ,
784,            ,    ,            ,          ,0,100000120,50,  ,1000,1,196,          ,0,   ,2023,     ,499998,S,1000,4280,   ,          ,          ,                  ,  ,0,1400,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
785,            ,    ,            ,          ,0,100000120,50,  ,1000,1,9000,          ,0,   ,2022,     ,476100,S,1000,40130,   ,          ,          ,                  ,  ,0,1600,PC1       PC代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
786,            ,    ,            ,          ,0,100000120,50,  ,1000,3,6000,          ,0,   ,2022,     ,476100,S,1000,40230,   ,          ,          ,                  ,  ,0,1600,PC1       PC代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
787,            ,    ,            ,          ,0,100000120,50,  ,1545,2,2000,          ,0,   ,2022,     ,11001004,S,1545,          ,   ,          ,          ,                  ,  ,0,          ,Apertura Caja 01                                  ,H, ,          ,          ,RFBU,    , , , ,X, , , , , , ,X
788,            ,    ,            ,          ,0,100000121,40,  ,1000,1,2666.67,          ,0,   ,2022,     ,473120,S,1000,40130,   ,          ,          ,                  ,  ,0,1600,TELEPHONE1電話代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
789,            ,    ,            ,          ,0,100000121,40,  ,1000,3,5333.33,          ,0,   ,2022,     ,473120,S,1000,40230,   ,          ,          ,                  ,  ,0,1600,TELEPHONE1電話代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
790,            ,    ,            ,          ,0,100000121,40,  ,1000,5,9000,          ,0,   ,2022,     ,476100,S,1000,40130,   ,          ,          ,                  ,  ,0,1600,PC1       PC代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
791,            ,    ,            ,          ,0,100000121,40,  ,1000,7,6000,          ,0,   ,2022,     ,476100,S,1000,40230,   ,          ,          ,                  ,  ,0,1600,PC1       PC代1                                    ,S, ,          ,          ,COFI,    , , , , , , , , , , ,
792,            ,    ,            ,          ,0,100000121,40,  ,1545,2,40,          ,0,   ,2022,     ,65008320,S,1545,15450001,   ,          ,          ,                  ,  ,0,          ,almuerzo                                          ,S, ,          ,          ,RFBU,    , , , , , , , , , , ,
793,            ,    ,            ,          ,0,100000121,50,  ,1000,1,6.12,          ,0,   ,2023,     ,499998,S,1000,4230,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
794,            ,    ,            ,          ,0,100000121,50,  ,1000,2,2666.67,          ,0,   ,2022,     ,473120,S,1000,10130,   ,          ,          ,                  ,  ,0,1402,TELEPHONE1電話代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
795,            ,    ,            ,          ,0,100000121,50,  ,1000,3,54.94,          ,0,   ,2023,     ,499998,S,1000,4230,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
796,            ,    ,            ,          ,0,100000121,50,  ,1000,4,5333.33,          ,0,   ,2022,     ,473120,S,1000,10130,   ,          ,          ,                  ,  ,0,1402,TELEPHONE1電話代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
797,            ,    ,            ,          ,0,100000121,50,  ,1000,5,65.01,          ,0,   ,2023,     ,499998,S,1000,4230,   ,          ,          ,                  ,  ,0,1010,                                                  ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
798,            ,    ,            ,          ,0,100000121,50,  ,1000,6,9000,          ,0,   ,2022,     ,476100,S,1000,20230,   ,          ,          ,                  ,  ,0,1400,PC1       PC代1                                    ,H, ,          ,          ,COFI,    , , , , , , , , , , ,X
